ThongTinID	TongDiem
BD1208700		30.35
BD1208701		23.4
BD1208702		40.5
BD1208703		32.9
BD1208704		31.4
BD1208705		32.8
BD1208706		43.7
BD1208707		7.65
BD1208708		42.05
BD1208709		24.6
BD1208710		35.25
BD1208711		30.4
BD1208712		31.3
BD1208713		27.45
BD1208714		34.1
BD1208715		35.65
BD1208716		26.5
BD1208717		28.7
BD1208718		26
BD1208719		26.8
BD1208720		34.4
BD1208721		36.7
BD1208722		25.4
BD1208723		27.85
BD1208724		36
BD1208725		41
BD1208726		29
BD1208727		24
BD1208728		34.9
BD1208729		33.45
BD1208730		30.4
BD1208731		35
BD1208732		39.7
BD1208733		37.95
BD1208734		32.6
BD1208735		37.85
BD1208736		28.4
BD1208737		31.55
BD1208738		44.55
BD1208739		25.55
BD1208740		38.2
BD1208741		31.75
BD1208742		17.3
BD1208743		27.35
BD1208744		34.3
BD1208745		16.5
BD1208746		36.5
BD1208747		31.7
BD1208748		20.05
BD1208749		35.75
BD1208750		33.9
BD1208751		34.2
BD1208752		30.45
BD1208753		44
BD1208754		24.9
BD1208755		32.6
BD1208756		33.1
BD1208757		29.1
BD1208758		32.5
BD1208759		38.8
BD1208760		35.1
BD1208761		37.35
BD1208762		39.95
BD1208763		32.65
BD1208764		27
BD1208765		34.85
BD1208766		40.85
BD1208767		28.45
BD1208768		34.3
BD1208769		38.45
BD1208770		36.35
BD1208771		28.85
BD1208772		30.9
BD1208773		23.95
BD1208774		36.6
BD1208775		41
BD1208776		33.05
BD1208777		51.75
BD1208778		27.95
BD1208779		29.2
BD1208780		36.05
BD1208781		49.15
BD1208782		39.35
BD1208783		30.15
BD1208784		18.1
BD1208785		41.75
BD1208786		42.25
BD1208787		35.75
BD1208788		30.85
BD1208789		42.45
BD1208790		37.3
BD1208791		28
BD1208792		32.25
BD1208793		36.7
BD1208794		26.15
BD1208795		30.25
BD1208796		32.65
BD1208797		29.15
BD1208798		33.1
BD1208799		42
BD1208800		42.85
BD1208801		28.1
BD1208802		31.65
BD1208803		34.5
BD1208804		40.1
BD1208805		40.25
BD1208806		44.95
BD1208807		34
BD1208808		42.85
BD1208809		27.4
BD1208810		21.05
BD1208811		29.4
BD1208812		48.55
BD1208813		23.65
BD1208814		29.8
BD1208815		35.1
BD1208816		37.05
BD1208817		32.15
BD1208818		38.6
BD1208819		34.5
BD1208820		37.3
BD1208821		31.45
BD1208822		36.85
BD1208823		37.25
BD1208824		34.75
BD1208825		28.65
BD1208826		40.15
BD1208827		36.9
BD1208828		37.2
BD1208829		30.75
BD1208830		40.3
BD1208831		38.9
BD1208832		38.8
BD1208833		31
BD1208834		31.75
BD1208835		33.85
BD1208836		32.4
BD1208837		32.05
BD1208838		33.7
BD1208839		27.5
BD1208840		35.1
BD1208841		37.15
BD1208842		38.35
BD1208843		31.2
BD1208844		39.4
BD1208845		40.05
BD1208846		31.3
BD1208847		35.85
BD1208848		24.05
BD1208849		42.15
BD1208850		8.6
BD1208851		41.7
BD1208852		31.75
BD1208853		19.8
BD1208854		33.85
BD1208855		33.55
BD1208856		31.25
BD1208857		25.9
BD1208858		33.1
BD1208859		30.7
BD1208860		36.15
BD1208861		36
BD1208862		24.9
BD1208863		36.1
BD1208864		23.4
BD1208865		33.95
BD1208866		35.05
BD1208867		44.75
BD1208868		34.4
BD1208869		31.95
BD1208870		41.25
BD1208871		40.15
BD1208872		35.5
BD1208873		37.85
BD1208874		28.2
BD1208875		35.85
BD1208876		33.3
BD1208877		45.1
BD1208878		21.35
BD1208879		31.55
BD1208880		27.7
BD1208881		21.55
BD1208882		34.1
BD1208883		37.2
BD1208884		10.6
BD1208885		33.4
BD1208886		45.9
BD1208887		19.15
BD1208888		39.35
BD1208889		34.75
BD1208890		26.15
BD1208891		57.3
BD1208892		30.35
BD1208893		35.65
BD1208894		53.85
BD1208895		32.1
BD1208896		44.05
BD1208897		30.75
BD1208898		34.5
BD1208899		33
BD1208900		32.1
BD1208901		36.05
BD1208902		32.3
BD1208903		24.3
BD1208904		28.3
BD1208905		31.45
BD1208906		40.6
BD1208907		27.15
BD1208908		45.15
BD1208909		32.85
BD1208910		27.1
BD1208911		21.15
BD1208912		36.6
BD1208913		29.65
BD1208914		27.5
BD1208915		33.05
BD1208916		27.6
BD1208917		32.7
BD1208918		37.75
BD1208919		35.55
BD1208920		43.25
BD1208921		38.15
BD1208922		30.9
BD1208923		20.95
BD1208924		35.1
BD1208925		29.95
BD1208926		30
BD1208927		31.35
BD1208928		35.1
BD1208929		26.4
BD1208930		14.25
BD1208931		37.7
BD1208932		24.5
BD1208933		31.5
BD1208934		31.85
BD1208935		27.45
BD1208936		28.65
BD1208937		32.75
BD1208938		40.85
BD1208939		19.1
BD1208940		35.15
BD1208941		35.45
BD1208942		28.65
BD1208943		37.65
BD1208944		33.35
BD1208945		34.55
BD1208946		17
BD1208947		34.4
BD1208948		38.1
BD1208949		38.4
BD1208950		39.1
BD1208951		27.7
BD1208952		29.7
BD1208953		19.35
BD1208954		32.4
BD1208955		32.3
BD1208956		27.5
BD1208957		41.1
BD1208958		31.05
BD1208959		32.55
BD1208960		37.25
BD1208961		40.25
BD1208962		33.6
BD1208963		37.85
BD1208964		37.4
BD1208965		38.5
BD1208966		32.85
BD1208967		35.2
BD1208968		24.7
BD1208969		23.45
BD1208970		33.4
BD1208971		42.25
BD1208972		40.75
BD1208973		42.25
BD1208974		30.85
BD1208975		37.15
BD1208976		40.55
BD1208977		32.8
BD1208978		31.85
BD1208979		35
BD1208980		38.45
BD1208981		27.3
BD1208982		30.2
BD1208983		37.6
BD1208984		25.1
BD1208985		35.4
BD1208986		40.4
BD1208987		49.85
BD1208988		34.35
BD1208989		40.7
BD1208990		9.85
BD1208991		36.2
BD1208992		36.85
BD1208993		35.8
BD1208994		27.05
BD1208995		35.5
BD1208996		37.8
BD1208997		37.2
BD1208998		8.8
BD1208999		33.85
BD1209000		37.95
BD1209001		23.5
BD1209002		23.2
BD1209003		9.2
BD1209004		32.6
BD1209005		41.7
BD1209006		27.2
BD1209007		30.6
BD1209008		12.4
BD1209009		40.85
BD1209010		11.65
BD1209011		37.25
BD1209012		37.5
BD1209013		34.9
BD1209014		32.95
BD1209015		27.45
BD1209016		40
BD1209017		27.95
BD1209018		41.65
BD1209019		33.75
BD1209020		26.75
BD1209021		24.8
BD1209022		34.6
BD1209023		35.2
BD1209024		31.9
BD1209025		27.15
BD1209026		32.95
BD1209027		39.1
BD1209028		33.9
BD1209029		28.1
BD1209030		33.05
BD1209031		33.95
BD1209032		16.45
BD1209033		41.05
BD1209034		33.95
BD1209035		24.45
BD1209036		40.1
BD1209037		37.85
BD1209038		30.95
BD1209039		37.45
BD1209040		39.35
BD1209041		30.65
BD1209042		35.45
BD1209043		38.45
BD1209044		34.3
BD1209045		36.7
BD1209046		43.1
BD1209047		33.4
BD1209048		30.05
BD1209049		37.2
BD1209050		21.05
BD1209051		31
BD1209052		32.55
BD1209053		41.4
BD1209054		37.1
BD1209055		33
BD1209056		30.5
BD1209057		31.1
BD1209058		35.4
BD1209059		33.75
BD1209060		41.4
BD1209061		31
BD1209062		45.85
BD1209063		43.7
BD1209064		28.2
BD1209065		34.1
BD1209066		36.45
BD1209067		29.6
BD1209068		22.45
BD1209069		30.45
BD1209070		32.7
BD1209071		32.35
BD1209072		33
BD1209073		29.55
BD1209074		37.95
BD1209075		44.9
BD1209076		33.45
BD1209077		18.95
BD1209078		38.15
BD1209079		44.9
BD1209080		39.7
BD1209081		29.65
BD1209082		41.5
BD1209083		31.45
BD1209084		27.4
BD1209085		48.7
BD1209086		44.2
BD1209087		33.45
BD1209088		46.35
BD1209089		24.35
BD1209090		27.3
BD1209091		30.05
BD1209092		41.15
BD1209093		35.15
BD1209094		13.15
BD1209095		25.45
BD1209096		32.05
BD1209097		37.65
BD1209098		35.2
BD1209099		35.85
BD1209100		44.1
BD1209101		31.95
BD1209102		22.2
BD1209103		31.4
BD1209104		25.75
BD1209105		37.8
BD1209106		32.65
BD1209107		53.2
BD1209108		35.35
BD1209109		39.6
BD1209110		28.25
BD1209111		34.55
BD1209112		37.2
BD1209113		35.85
BD1209114		31.05
BD1209115		14.85
BD1209116		28.75
BD1209117		34.75
BD1209118		25.35
BD1209119		32.3
BD1209120		31.05
BD1209121		28.7
BD1209122		37.95
BD1209123		34.8
BD1209124		38.4
BD1209125		28.25
BD1209126		31.55
BD1209127		38.6
BD1209128		37.15
BD1209129		33.2
BD1209130		36.1
BD1209131		37.65
BD1209132		36.15
BD1209133		31.2
BD1209134		25.45
BD1209135		34.9
BD1209136		40
BD1209137		31.35
BD1209138		22.4
BD1209139		26.6
BD1209140		31.95
BD1209141		37.55
BD1209142		32.15
BD1209143		42.55
BD1209144		35.1
BD1209145		34.7
BD1209146		31.5
BD1209147		33.05
BD1209148		24.4
BD1209149		37.15
BD1209150		32.25
BD1209151		34.1
BD1209152		38.3
BD1209153		26.8
BD1209154		32.3
BD1209155		34.55
BD1209156		13.6
BD1209157		34.85
BD1209158		36.55
BD1209159		31.85
BD1209160		37.45
BD1209161		32.55
BD1209162		38.25
BD1209163		30.35
BD1209164		44.2
BD1209165		26.6
BD1209166		26.3
BD1209167		35.6
BD1209168		38.15
BD1209169		32.85
BD1209170		30.5
BD1209171		32.6
BD1209172		32.2
BD1209173		35.3
BD1209174		30.7
BD1209175		26.3
BD1209176		23.85
BD1209177		35.25
BD1209178		33.65
BD1209179		36.3
BD1209180		46.4
BD1209181		12
BD1209182		31.45
BD1209183		41.5
BD1209184		24.1
BD1209185		45.1
BD1209186		43.3
BD1209187		34.85
BD1209188		39.75
BD1209189		52.8
BD1209190		22.4
BD1209191		32.05
BD1209192		46.4
BD1209193		41.25
BD1209194		32.35
BD1209195		43.3
BD1209196		25.8
BD1209197		9.65
BD1209198		35.8
BD1209199		24.65
BD1209200		24.5
BD1209201		39.4
BD1209202		40.65
BD1209203		30.8
BD1209204		31.1
BD1209205		27.5
BD1209206		35.85
BD1209207		30.7
BD1209208		31.75
BD1209209		30.75
BD1209210		37.7
BD1209211		32.1
BD1209212		38.4
BD1209213		48.6
BD1209214		23.2
BD1209215		35.65
BD1209216		31.2
BD1209217		47.15
BD1209218		43.8
BD1209219		44.65
BD1209220		23.9
BD1209221		35.8
BD1209222		32
BD1209223		49.15
BD1209224		41.4
BD1209225		52.2
BD1209226		26.85
BD1209227		28.45
BD1209228		36.1
BD1209229		34.4
BD1209230		36.45
BD1209231		32.85
BD1209232		32.55
BD1209233		34.8
BD1209234		40.1
BD1209235		31.5
BD1209236		44.4
BD1209237		37.8
BD1209238		34
BD1209239		30.05
BD1209240		32.45
BD1209241		33.35
BD1209242		34.8
BD1209243		35.1
BD1209244		35.85
BD1209245		26.75
BD1209246		32
BD1209247		30.55
BD1209248		38.6
BD1209249		38.25
BD1209250		35.55
BD1209251		30.3
BD1209252		45.45
BD1209253		28.25
BD1209254		39.05
BD1209255		33.5
BD1209256		25.65
BD1209257		22.95
BD1209258		34.95
BD1209259		27.6
BD1209260		43.7
BD1209261		26.8
BD1209262		28.95
BD1209263		32.85
BD1209264		44.9
BD1209265		30.25
BD1209266		31.8
BD1209267		36.55
BD1209268		37.95
BD1209269		25.7
BD1209270		35.5
BD1209271		26.5
BD1209272		35.85
BD1209273		29.8
BD1209274		27.8
BD1209275		31.65
BD1209276		30.65
BD1209277		29.6
BD1209278		38.05
BD1209279		39.45
BD1209280		31.6
BD1209281		38.4
BD1209282		39.1
BD1209283		17.75
BD1209284		22.35
BD1209285		31.45
BD1209286		36.75
BD1209287		37.35
BD1209288		34.95
BD1209289		26.75
BD1209290		28
BD1209291		39.1
BD1209292		38.95
BD1209293		32.75
BD1209294		31.35
BD1209295		26.05
BD1209296		30.4
BD1209297		34.75
BD1209298		44.55
BD1209299		31.55
BD1209300		23.4
BD1209301		36.95
BD1209302		41.8
BD1209303		29.6
BD1209304		32.55
BD1209305		25.3
BD1209306		44.5
BD1209307		18.3
BD1209308		42.15
BD1209309		27.7
BD1209310		35.35
BD1209311		22.5
BD1209312		41.95
BD1209313		37.3
BD1209314		28.65
BD1209315		37.5
BD1209316		25
BD1209317		38.05
BD1209318		21.4
BD1209319		34.2
BD1209320		49.35
BD1209321		43.75
BD1209322		35.95
BD1209323		23.9
BD1209324		30.55
BD1209325		29.95
BD1209326		34.3
BD1209327		50.5
BD1209328		36.3
BD1209329		49.6
BD1209330		40.65
BD1209331		38.4
BD1209332		32.65
BD1209333		29.95
BD1209334		42.15
BD1209335		42.7
BD1209336		30.75
BD1209337		36.05
BD1209338		46.05
BD1209339		29.05
BD1209340		35.85
BD1209341		29.65
BD1209342		33.75
BD1209343		28.65
BD1209344		27.5
BD1209345		20.2
BD1209346		30.2
BD1209347		47.25
BD1209348		31.5
BD1209349		40.4
BD1209350		37
BD1209351		31
BD1209352		43.05
BD1209353		41.5
BD1209354		33.95
BD1209355		32.7
BD1209356		35.4
BD1209357		32.3
BD1209358		27.15
BD1209359		35.1
BD1209360		25.95
BD1209361		16.1
BD1209362		35.5
BD1209363		20.85
BD1209364		46.35
BD1209365		36.85
BD1209366		15
BD1209367		24.4
BD1209368		42.4
BD1209369		29.5
BD1209370		26.35
BD1209371		33.05
BD1209372		20.75
BD1209373		35.7
BD1209374		36.3
BD1209375		25.9
BD1209376		26.7
BD1209377		35.2
BD1209378		30.45
BD1209379		39.85
BD1209380		25.75
BD1209381		30.85
BD1209382		37.2
BD1209383		37.75
BD1209384		25.95
BD1209385		36.9
BD1209386		31.8
BD1209387		25.65
BD1209388		11.8
BD1209389		33.15
BD1209390		34.15
BD1209391		19.9
BD1209392		28.5
BD1209393		30.6
BD1209394		37
BD1209395		31.2
BD1209396		35.55
BD1209397		34.1
BD1209398		30.4
BD1209399		33
BD1209400		33.95
BD1209401		38.4
BD1209402		36.05
BD1209403		33.55
BD1209404		28.4
BD1209405		35.4
BD1209406		25
BD1209407		35.5
BD1209408		30.15
BD1209409		38.35
BD1209410		38.6
BD1209411		32.6
BD1209412		25.9
BD1209413		34.9
BD1209414		32.7
BD1209415		27.55
BD1209416		33.65
BD1209417		15.1
BD1209418		41.55
BD1209419		33.6
BD1209420		26.15
BD1209421		29.5
BD1209422		42.45
BD1209423		39.15
BD1209424		35.3
BD1209425		33.45
BD1209426		13.35
BD1209427		28.25
BD1209428		31.45
BD1209429		35.3
BD1209430		40.65
BD1209431		34.55
BD1209432		44.7
BD1209433		31.7
BD1209434		31.8
BD1209435		29.55
BD1209436		34.8
BD1209437		21.4
BD1209438		34.15
BD1209439		30.1
BD1209440		34.5
BD1209441		42
BD1209442		46.45
BD1209443		42
BD1209444		34.55
BD1209445		24
BD1209446		41.85
BD1209447		35.4
BD1209448		34.15
BD1209449		22.8
BD1209450		47.05
BD1209451		36.7
BD1209452		31.4
BD1209453		28.7
BD1209454		39.6
BD1209455		24.05
BD1209456		39.8
BD1209457		32.1
BD1209458		29.5
BD1209459		29.65
BD1209460		26.25
BD1209461		23.6
BD1209462		28.05
BD1209463		39.75
BD1209464		28.2
BD1209465		37.05
BD1209466		29.5
BD1209467		22.4
BD1209468		36.25
BD1209469		30.9
BD1209470		34.75
BD1209471		27.25
BD1209472		41.05
BD1209473		33.6
BD1209474		42.75
BD1209475		28.1
BD1209476		26.1
BD1209477		37.75
BD1209478		15.55
BD1209479		43.1
BD1209480		31.65
BD1209481		33.7
BD1209482		30.3
BD1209483		24.6
BD1209484		34.5
BD1209485		37.3
BD1209486		23.1
BD1209487		37.8
BD1209488		39.15
BD1209489		45.95
BD1209490		41.75
BD1209491		24.6
BD1209492		26.3
BD1209493		36.5
BD1209494		34.2
BD1209495		25.55
BD1209496		37.4
BD1209497		34.9
BD1209498		34.1
BD1209499		34.15
BD1209500		35.1
BD1209501		27.2
BD1209502		27.1
BD1209503		44.85
BD1209504		29.6
BD1209505		30.85
BD1209506		32.95
BD1209507		32.35
BD1209508		37.15
BD1209509		40.15
BD1209510		18.7
BD1209511		19.65
BD1209512		32.9
BD1209513		43.15
BD1209514		38.85
BD1209515		37.7
BD1209516		12.7
BD1209517		16.2
BD1209518		28.85
BD1209519		35.4
BD1209520		50.35
BD1209521		34.05
BD1209522		26.5
BD1209523		35.05
BD1209524		31.55
BD1209525		25.9
BD1209526		41.5
BD1209527		27.55
BD1209528		36.35
BD1209529		36.4
BD1209530		44.3
BD1209531		37.8
BD1209532		34.95
BD1209533		15
BD1209534		41.85
BD1209535		45.5
BD1209536		33.7
BD1209537		28.45
BD1209538		32.95
BD1209539		28.9
BD1209540		34.25
BD1209541		35.7
BD1209542		36.1
BD1209543		33.25
BD1209544		34.4
BD1209545		35.4
BD1209546		43.8
BD1209547		28.35
BD1209548		38.85
BD1209549		36.55
BD1209550		38.5
BD1209551		30.45
BD1209552		28
BD1209553		25.7
BD1209554		33.65
BD1209555		33.25
BD1209556		34.75
BD1209557		33.5
BD1209558		41.75
BD1209559		43.5
BD1209560		31.9
BD1209561		34.75
BD1209562		37.15
BD1209563		30.3
BD1209564		39
BD1209565		27
BD1209566		37.45
BD1209567		32.7
BD1209568		57.5
BD1209569		38.05
BD1209570		44.4
BD1209571		40.8
BD1209572		28.1
BD1209573		32.2
BD1209574		21.9
BD1209575		25.75
BD1209576		29.85
BD1209577		33.15
BD1209578		35.7
BD1209579		46.55
BD1209580		43.45
BD1209581		37.2
BD1209582		28
BD1209583		21.85
BD1209584		36.15
BD1209585		36.8
BD1209586		34.8
BD1209587		26.2
BD1209588		40.5
BD1209589		34.2
BD1209590		27
BD1209591		31.95
BD1209592		30.85
BD1209593		41.5
BD1209594		39.2
BD1209595		37.85
BD1209596		45.95
BD1209597		25.9
BD1209598		48
BD1209599		28.9
BD1209600		37.9
BD1209601		31
BD1209602		48.8
BD1209603		45.1
BD1209604		43.1
BD1209605		31.3
BD1209606		20.7
BD1209607		42.2
BD1209608		44.5
BD1209609		45.15
BD1209610		32.8
BD1209611		31.15
BD1209612		39.35
BD1209613		41.15
BD1209614		35.55
BD1209615		22.5
BD1209616		14.4
BD1209617		36.25
BD1209618		39.9
BD1209619		31.9
BD1209620		36.95
BD1209621		25.45
BD1209622		41.95
BD1209623		45.1
BD1209624		33.7
BD1209625		39.95
BD1209626		31.35
BD1209627		29.6
BD1209628		48.3
BD1209629		35.05
BD1209630		24.25
BD1209631		21.1
BD1209632		30.45
BD1209633		34.2
BD1209634		29.85
BD1209635		33.45
BD1209636		23.95
BD1209637		33
BD1209638		37.5
BD1209639		30.85
BD1209640		34.2
BD1209641		40.35
BD1209642		37.15
BD1209643		36.9
BD1209644		33.2
BD1209645		31.7
BD1209646		34.15
BD1209647		34.35
BD1209648		28.55
BD1209649		30.8
BD1209650		35.8
BD1209651		31.4
BD1209652		33.45
BD1209653		30.5
BD1209654		45.4
BD1209655		35.85
BD1209656		36.3
BD1209657		36.25
BD1209658		30.25
BD1209659		36.8
BD1209660		31.9
BD1209661		36.3
BD1209662		43.6
BD1209663		31.4
BD1209664		28.85
BD1209665		41.85
BD1209666		18.85
BD1209667		33.5
BD1209668		36.3
BD1209669		19.05
BD1209670		43.15
BD1209671		30.55
BD1209672		32.15
BD1209673		26.4
BD1209674		32.45
BD1209675		31.25
BD1209676		24.25
BD1209677		23
BD1209678		21.1
BD1209679		27.8
BD1209680		44.2
BD1209681		24.9
BD1209682		35.85
BD1209683		34.95
BD1209684		29.35
BD1209685		34.3
BD1209686		24.2
BD1209687		27.9
BD1209688		38.7
BD1209689		37.7
BD1209690		31.15
BD1209691		29.85
BD1209692		29.4
BD1209693		42.8
BD1209694		29.9
BD1209695		21.45
BD1209696		43.25
BD1209697		26.7
BD1209698		30.55
BD1209699		39.5
BD1209700		40.45
BD1209701		22.5
BD1209702		44.2
BD1209703		35.55
BD1209704		37.1
BD1209705		25.25
BD1209706		41.05
BD1209707		21.65
BD1209708		26.25
BD1209709		35.9
BD1209710		30.75
BD1209711		39.4
BD1209712		41.55
BD1209713		40.3
BD1209714		36.4
BD1209715		38.6
BD1209716		42.4
BD1209717		39.75
BD1209718		30.55
BD1209719		28.9
BD1209720		35.9
BD1209721		25.1
BD1209722		27.25
BD1209723		33.15
BD1209724		33.65
BD1209725		36.25
BD1209726		32.25
BD1209727		26.35
BD1209728		32.65
BD1209729		35.2
BD1209730		34.5
BD1209731		35.5
BD1209732		30.95
BD1209733		30.45
BD1209734		36.8
BD1209735		36.6
BD1209736		26.5
BD1209737		31.9
BD1209738		37.35
BD1209739		26.7
BD1209740		27.5
BD1209741		37.6
BD1209742		42.65
BD1209743		41.45
BD1209744		26.2
BD1209745		35.45
BD1209746		28.1
BD1209747		29.8
BD1209748		34
BD1209749		30.1
BD1209750		28
BD1209751		32.45
BD1209752		29.45
BD1209753		26.8
BD1209754		30.75
BD1209755		43.95
BD1209756		39.75
BD1209757		39.3
BD1209758		26.65
BD1209759		37.95
BD1209760		38.65
BD1209761		37.8
BD1209762		29.05
BD1209763		38.5
BD1209764		28.45
BD1209765		47.45
BD1209766		34.6
BD1209767		23.6
BD1209768		37
BD1209769		34.45
BD1209770		25.05
BD1209771		40.1
BD1209772		30.7
BD1209773		31.2
BD1209774		37
BD1209775		34.55
BD1209776		43.3
BD1209777		39.95
BD1209778		29.15
BD1209779		30.35
BD1209780		32.4
BD1209781		28.5
BD1209782		24.95
BD1209783		21.75
BD1209784		38.15
BD1209785		43.65
BD1209786		33.65
BD1209787		38.05
BD1209788		26.6
BD1209789		38.65
BD1209790		30.15
BD1209791		34.45
BD1209792		40.25
BD1209793		39.55
BD1209794		46.55
BD1209795		28.85
BD1209796		45.3
BD1209797		31.25
BD1209798		21.85
BD1209799		25.95
BD1209800		38.15
BD1209801		31.9
BD1209802		30.6
BD1209803		30.25
BD1209804		37.45
BD1209805		38.65
BD1209806		41.2
BD1209807		30.45
BD1209808		11.8
BD1209809		46.7
BD1209810		33.05
BD1209811		34.6
BD1209812		39.2
BD1209813		34.5
BD1209814		34.15
BD1209815		39.95
BD1209816		17.15
BD1209817		29.35
BD1209818		13.9
BD1209819		35.05
BD1209820		42
BD1209821		24.25
BD1209822		33.85
BD1209823		31.25
BD1209824		34.4
BD1209825		28.15
BD1209826		38.85
BD1209827		25.5
BD1209828		34.6
BD1209829		37
BD1209830		34.15
BD1209831		32.5
BD1209832		42
BD1209833		25.2
BD1209834		28.85
BD1209835		34.8
BD1209836		40.65
BD1209837		33.8
BD1209838		31.3
BD1209839		22.8
BD1209840		17.05
BD1209841		45.05
BD1209842		52.15
BD1209843		34.5
BD1209844		32.15
BD1209845		26.6
BD1209846		34.45
BD1209848		11.2
BD1209849		42.05
BD1209850		40.15
BD1209851		38.65
BD1209852		29.7
BD1209853		18.3
BD1209854		22.1
BD1209855		38.1
BD1209856		31
BD1209857		35.55
BD1209858		37.05
BD1209859		48.05
BD1209860		30.25
BD1209861		37.95
BD1209862		36.1
BD1209863		43
BD1209864		39.3
BD1209865		29.25
BD1209866		36.25
BD1209867		34.85
BD1209868		39.3
BD1209869		34.65
BD1209870		27.05
BD1209871		37.95
BD1209872		44.65
BD1209873		30.8
BD1209874		29.3
BD1209875		41.25
BD1209876		35.7
BD1209877		27.1
BD1209878		36.8
BD1209879		34.3
BD1209880		26
BD1209881		35.45
BD1209882		30.35
BD1209883		25.05
BD1209884		33.65
BD1209885		33.75
BD1209886		25.7
BD1209887		21.95
BD1209888		33.65
BD1209889		15.8
BD1209890		29.85
BD1209891		23.7
BD1209892		28.5
BD1209893		34.45
BD1209894		31
BD1209895		40.1
BD1209896		33.1
BD1209897		27.95
BD1209898		39.05
BD1209899		44.05
BD1209900		35.7
BD1209901		31.2
BD1209902		20.15
BD1209903		37.6
BD1209904		28.45
BD1209905		32.65
BD1209906		34.8
BD1209907		31.25
BD1209908		32.5
BD1209909		34.8
BD1209910		38.75
BD1209911		52.25
BD1209912		34.3
BD1209913		42.8
BD1209914		37.05
BD1209915		28.65
BD1209916		33.85
BD1209917		52.95
BD1209918		36.75
BD1209919		35.3
BD1209920		38
BD1209921		35.55
BD1209922		26.65
BD1209923		36.75
BD1209924		34.4
BD1209925		44.6
BD1209926		38.95
BD1209927		34.8
BD1209928		29.75
BD1209929		34.75
BD1209930		38.85
BD1209931		28.3
BD1209932		33.6
BD1209933		34.85
BD1209934		37.95
BD1209935		37.75
BD1209936		34.15
BD1209937		38.2
BD1209938		41.55
BD1209939		33.6
BD1209940		34.15
BD1209941		42.8
BD1209942		29.65
BD1209943		38.45
BD1209944		40.05
BD1209945		34.1
BD1209946		36.8
BD1209947		39.9
BD1209948		22.85
BD1209949		30.1
BD1209950		41.5
BD1209951		36.15
BD1209952		35.95
BD1209953		28.95
BD1209954		34.1
BD1209955		26.8
BD1209956		38.3
BD1209957		44.45
BD1209958		18.05
BD1209959		32.45
BD1209960		44.7
BD1209961		36.65
BD1209962		32.6
BD1209963		26.3
BD1209964		31.6
BD1209965		31.05
BD1209966		29.45
BD1209967		44.3
BD1209968		50.45
BD1209969		34.25
BD1209970		36.9
BD1209971		28.2
BD1209972		33.2
BD1209973		34.45
BD1209974		35.65
BD1209975		41.3
BD1209976		40.25
BD1209977		42.15
BD1209978		29.75
BD1209979		40.65
BD1209980		35.65
BD1209981		20.7
BD1209982		34.7
BD1209983		49.5
BD1209984		20.95
BD1209985		43.65
BD1209986		52.6
BD1209987		25.45
BD1209988		37.4
BD1209989		31.1
BD1209990		26.45
BD1209991		31.35
BD1209992		33.3
BD1209993		34.45
BD1209994		35.5
BD1209995		38
BD1209996		24.55
BD1209997		29.4
BD1209998		34.85
BD1209999		36.25
BD1210000		30.1
BD1210001		36.2
BD1210002		25.6
BD1210003		30.45
BD1210004		43.2
BD1210005		14.9
BD1210006		24.25
BD1210007		30.5
BD1210008		31.55
BD1210009		31.25
BD1210010		18.8
BD1210011		31.2
BD1210012		28.8
BD1210013		37.8
BD1210014		31.85
BD1210015		29.3
BD1210016		33.95
BD1210017		36.35
BD1210018		26.25
BD1210019		27.65
BD1210020		27.9
BD1210021		32.75
BD1210022		36.75
BD1210023		26.95
BD1210024		40.35
BD1210025		36.85
BD1210026		49
BD1210027		31.05
BD1210028		28.55
BD1210029		32.1
BD1210030		39.3
BD1210031		34.05
BD1210032		27.35
BD1210033		34.45
BD1210034		25.1
BD1210035		33.3
BD1210036		25.65
BD1210037		28.9
BD1210038		27.9
BD1210039		39.25
BD1210040		42.45
BD1210041		32.65
BD1210042		34.2
BD1210043		31.6
BD1210044		39.75
BD1210045		36.8
BD1210046		43.55
BD1210047		49.95
BD1210048		34.15
BD1210049		44.3
BD1210050		28.85
BD1210051		27.35
BD1210052		28.35
BD1210053		33.3
BD1210054		30.1
BD1210055		50
BD1210056		45.25
BD1210057		20.6
BD1210058		29.15
BD1210059		32.1
BD1210060		22.4
BD1210061		30.6
BD1210062		37.65
BD1210063		33.9
BD1210064		20.75
BD1210065		37.55
BD1210066		37.05
BD1210067		43.85
BD1210068		29.7
BD1210069		38.25
BD1210070		39.9
BD1210071		32.55
BD1210072		26.15
BD1210073		32.7
BD1210074		28.9
BD1210075		28.7
BD1210076		24.2
BD1210077		27.3
BD1210078		43.1
BD1210079		31.3
BD1210080		44.7
BD1210081		31.7
BD1210082		24.95
BD1210083		24.4
BD1210084		30.9
BD1210085		34.9
BD1210086		29.8
BD1210087		26.5
BD1210088		30.15
BD1210089		36
BD1210090		31.8
BD1210091		26.9
BD1210092		31.9
BD1210093		29.35
BD1210094		26.05
BD1210095		35.45
BD1210096		32.5
BD1210097		34.85
BD1210098		34.1
BD1210099		32.7
BD1210100		28.8
BD1210101		35.75
BD1210102		34.85
BD1210103		39.7
BD1210104		32.9
BD1210105		29.15
BD1210106		28.05
BD1210107		42
BD1210108		23.35
BD1210109		38
BD1210110		45.8
BD1210111		25.35
BD1210112		27.85
